Writer
Write interval: 10000ms
Start Time:java.util.GregorianCalendar[time=1314979199358,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="UTC",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=2,minimalDaysInFirstWeek=4,ERA=1,YEAR=2011,MONTH=8,WEEK_OF_YEAR=35,WEEK_OF_MONTH=1,DAY_OF_MONTH=2,DAY_OF_YEAR=245,DAY_OF_WEEK=6,DAY_OF_WEEK_IN_MONTH=1,AM_PM=1,HOUR=3,HOUR_OF_DAY=15,MINUTE=59,SECOND=59,MILLISECOND=358,ZONE_OFFSET=0,DST_OFFSET=0]
Data format: Time in Millis: Message
Fri Sep 02 18:06:31 CEST 2011: finished writing after 2ms
Fri Sep 02 18:06:41 CEST 2011: writing39
Fri Sep 02 18:06:41 CEST 2011: finished writing after 2ms
Fri Sep 02 18:06:51 CEST 2011: writing40
Fri Sep 02 18:06:51 CEST 2011: finished writing after 1ms
Fri Sep 02 18:07:01 CEST 2011: writing41
Fri Sep 02 18:07:01 CEST 2011: finished writing after 2ms
Fri Sep 02 18:07:11 CEST 2011: writing42
Fri Sep 02 18:07:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:07:21 CEST 2011: writing43
Fri Sep 02 18:07:21 CEST 2011: finished writing after 1ms
Fri Sep 02 18:07:31 CEST 2011: writing44
Fri Sep 02 18:07:31 CEST 2011: finished writing after 1ms
Fri Sep 02 18:07:41 CEST 2011: writing45
Fri Sep 02 18:07:41 CEST 2011: finished writing after 1ms
Fri Sep 02 18:07:51 CEST 2011: writing46
Fri Sep 02 18:07:51 CEST 2011: finished writing after 1ms
Fri Sep 02 18:08:01 CEST 2011: writing47
Fri Sep 02 18:08:01 CEST 2011: finished writing after 4ms
Fri Sep 02 18:08:11 CEST 2011: writing48
Fri Sep 02 18:08:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:08:21 CEST 2011: writing49
Fri Sep 02 18:08:21 CEST 2011: finished writing after 1ms
Fri Sep 02 18:08:31 CEST 2011: writing50
Fri Sep 02 18:08:31 CEST 2011: finished writing after 1ms
Fri Sep 02 18:08:41 CEST 2011: writing51
Fri Sep 02 18:08:41 CEST 2011: finished writing after 1ms
Fri Sep 02 18:08:51 CEST 2011: writing52
Fri Sep 02 18:08:51 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:01 CEST 2011: writing53
Fri Sep 02 18:09:01 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:11 CEST 2011: writing54
Fri Sep 02 18:09:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:21 CEST 2011: writing55
Fri Sep 02 18:09:21 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:31 CEST 2011: writing56
Fri Sep 02 18:09:31 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:41 CEST 2011: writing57
Fri Sep 02 18:09:41 CEST 2011: finished writing after 1ms
Fri Sep 02 18:09:51 CEST 2011: writing58
Fri Sep 02 18:09:51 CEST 2011: finished writing after 1ms
Fri Sep 02 18:10:01 CEST 2011: writing59
Fri Sep 02 18:10:01 CEST 2011: finished writing after 2ms
Fri Sep 02 18:10:11 CEST 2011: writing60
Fri Sep 02 18:10:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:10:21 CEST 2011: writing61
Fri Sep 02 18:10:21 CEST 2011: finished writing after 1ms
Fri Sep 02 18:10:31 CEST 2011: writing62
Fri Sep 02 18:10:31 CEST 2011: finished writing after 1ms
Fri Sep 02 18:10:41 CEST 2011: writing63
Fri Sep 02 18:10:41 CEST 2011: finished writing after 3ms
Fri Sep 02 18:10:51 CEST 2011: writing64
Fri Sep 02 18:10:51 CEST 2011: finished writing after 1ms
Fri Sep 02 18:11:01 CEST 2011: writing65
Fri Sep 02 18:11:01 CEST 2011: finished writing after 2ms
Fri Sep 02 18:11:11 CEST 2011: writing66
Fri Sep 02 18:11:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:11:21 CEST 2011: writing67
Fri Sep 02 18:11:21 CEST 2011: finished writing after 0ms
Fri Sep 02 18:11:31 CEST 2011: writing68
Fri Sep 02 18:11:31 CEST 2011: finished writing after 1ms
Fri Sep 02 18:11:41 CEST 2011: writing69
Fri Sep 02 18:11:41 CEST 2011: finished writing after 2ms
Fri Sep 02 18:11:51 CEST 2011: writing70
Fri Sep 02 18:11:51 CEST 2011: finished writing after 5ms
Fri Sep 02 18:12:01 CEST 2011: writing71
Fri Sep 02 18:12:01 CEST 2011: finished writing after 2ms
Fri Sep 02 18:12:11 CEST 2011: writing72
Fri Sep 02 18:12:11 CEST 2011: finished writing after 1ms
Fri Sep 02 18:12:21 CEST 2011: writing73
Fri Sep 02 18:12:21 CEST 2011: finished writing after 3ms
Fri Sep 02 18:12:32 CEST 2011: writing74
Fri Sep 02 18:12:32 CEST 2011: finished writing after 1ms
Fri Sep 02 18:12:42 CEST 2011: writing75
Fri Sep 02 18:12:42 CEST 2011: finished writing after 2ms
Fri Sep 02 18:12:52 CEST 2011: writing76
Fri Sep 02 18:12:52 CEST 2011: finished writing after 2ms
Fri Sep 02 18:13:02 CEST 2011: writing77
Fri Sep 02 18:13:02 CEST 2011: finished writing after 2ms
Fri Sep 02 18:13:12 CEST 2011: writing78
Fri Sep 02 18:13:12 CEST 2011: finished writing after 1ms
